transaction_id,user_id,amount,transaction_date,currency,name,status,updated_at,Date_x,Date_y,Date,exchange_rate,amount_usd
TXN00038,139,493.98,2025-03-20,EUR,Ritika,Active,2025-03-30,2025-03-20,2025-03-20,2025-03-20,84.53,5.84384242280847
TXN00039,139,2921.08,2025-01-25,EUR,Ritika,Active,2025-03-30,,,,,
TXN00040,122,4469.5,2025-04-02,EUR,Rahul,Active,2025-04-30,2025-04-02,2025-04-02,2025-04-02,84.56,52.85596026490066
TXN00041,173,548.57,2025-05-16,EUR,Dev,Active,2025-04-19,2025-05-16,2025-05-16,2025-05-16,83.62,6.560272662042574
TXN00042,120,1861.77,2025-06-26,EUR,Amit,Inactive,2025-01-23,2025-06-26,2025-06-26,2025-06-26,84.48,22.037997159090907
TXN00043,156,2700.74,2025-05-19,EUR,Meera,Active,2025-03-02,2025-05-19,2025-05-19,2025-05-19,84.85,31.829581614614025
TXN00044,138,1160.21,2025-02-18,EUR,Vikas,Active,2025-05-24,2025-02-18,2025-02-18,2025-02-18,84.77,13.686563642798161
TXN00045,184,2394.63,2025-06-27,EUR,Meera,Inactive,2025-06-02,2025-06-27,2025-06-27,2025-06-27,83.32,28.74015842534806
TXN00046,164,581.59,2025-02-16,EUR,Dev,Inactive,2025-03-03,,,,,
TXN00047,163,4050.43,2025-02-15,EUR,Rahul,Active,2025-03-21,,,,,
TXN00048,124,501.92,2025-05-10,EUR,Meera,Inactive,2025-01-29,,,,,
TXN00049,200,2409.89,2025-01-01,EUR,Karan,Inactive,2025-03-01,2025-01-01,2025-01-01,2025-01-01,83.68,28.798876673040148
TXN00050,149,3521.38,2025-05-12,EUR,Manav,Active,2025-03-16,2025-05-12,2025-05-12,2025-05-12,84.6,41.623877068557924
TXN00051,193,3008.89,2025-04-19,EUR,Kriti,Active,2025-06-12,,,,,
TXN00052,125,3623.85,2025-03-04,EUR,Ritika,Active,2025-03-08,2025-03-04,2025-03-04,2025-03-04,84.73,42.769385105629645
TXN00053,189,3253.9,2025-06-03,EUR,Yash,Inactive,2025-04-10,2025-06-03,2025-06-03,2025-06-03,84.29,38.60363032388184
TXN00054,134,1866.63,2025-02-20,EUR,Isha,Active,2025-03-11,2025-02-20,2025-02-20,2025-02-20,84.33,22.13482746353611
TXN00055,174,3911.41,2025-04-07,EUR,Pooja,Active,2025-04-20,2025-04-07,2025-04-07,2025-04-07,83.03,47.10839455618451
TXN00056,127,556.69,2025-02-22,EUR,Isha,Inactive,2025-04-05,,,,,
TXN00057,153,4670.39,2025-01-09,EUR,Arjun,Inactive,2025-04-06,2025-01-09,2025-01-09,2025-01-09,84.09,55.54037340944227
TXN00058,186,3400.57,2025-04-07,EUR,Pooja,Inactive,2025-06-26,2025-04-07,2025-04-07,2025-04-07,83.03,40.95591954715163
TXN00059,142,1383.93,2025-06-30,EUR,Amit,Inactive,2025-03-20,2025-06-30,2025-06-30,2025-06-30,84.71,16.337268327234096
TXN00060,153,2431.44,2025-02-06,EUR,Arjun,Inactive,2025-04-06,2025-02-06,2025-02-06,2025-02-06,84.62,28.733632710943038
TXN00061,158,4695.39,2025-02-03,EUR,Yash,Active,2025-03-07,2025-02-03,2025-02-03,2025-02-03,83.93,55.9441201000834
TXN00062,169,3137.56,2025-02-14,EUR,Neha,Active,2025-01-21,2025-02-14,2025-02-14,2025-02-14,83.57,37.54409477085078
TXN00063,168,1615.47,2025-01-16,EUR,Sneha,Inactive,2025-06-28,2025-01-16,2025-01-16,2025-01-16,83.1,19.440072202166068
TXN00064,113,4037.41,2025-04-15,EUR,Meera,Active,2025-04-29,2025-04-15,2025-04-15,2025-04-15,83.01,48.637634019997584
TXN00065,141,2424.55,2025-01-02,EUR,Ritika,Active,2025-05-02,2025-01-02,2025-01-02,2025-01-02,83.25,29.123723723723725
TXN00066,175,4062.02,2025-05-20,EUR,Isha,Inactive,2025-03-23,2025-05-20,2025-05-20,2025-05-20,83.33,48.746189847593904
TXN00067,145,4548.56,2025-02-09,EUR,Isha,Active,2025-03-04,,,,,
TXN00068,167,1881.95,2025-01-20,EUR,Pooja,Active,2025-01-08,2025-01-20,2025-01-20,2025-01-20,83.33,22.584303372134887
TXN00069,126,2335.34,2025-05-11,EUR,Nisha,Inactive,2025-04-28,,,,,
TXN00070,168,1576.17,2025-03-15,EUR,Sneha,Inactive,2025-06-28,,,,,
TXN00071,184,3763.77,2025-04-07,EUR,Meera,Inactive,2025-06-02,2025-04-07,2025-04-07,2025-04-07,83.03,45.33024208117548
TXN00072,145,1796.94,2025-03-18,EUR,Isha,Active,2025-03-04,2025-03-18,2025-03-18,2025-03-18,84.12,21.361626248216833
TXN00073,197,1240.94,2025-02-09,EUR,Aakash,Active,2025-06-05,,,,,
TXN00074,108,3986.81,2025-05-25,EUR,Isha,Inactive,2025-05-18,,,,,
TXN00075,151,4762.46,2025-01-10,EUR,Kriti,Active,2025-02-09,2025-01-10,2025-01-10,2025-01-10,83.92,56.75
TXN00076,185,4695.28,2025-06-29,EUR,Rahul,Inactive,2025-02-04,,,,,
TXN00077,110,2291.22,2025-01-28,EUR,Karan,Inactive,2025-03-22,2025-01-28,2025-01-28,2025-01-28,84.34,27.166469053829733
TXN00078,165,1955.03,2025-06-30,EUR,Karan,Inactive,2025-02-19,2025-06-30,2025-06-30,2025-06-30,84.71,23.079093377405265
TXN00079,164,3722.03,2025-06-30,EUR,Dev,Inactive,2025-03-03,2025-06-30,2025-06-30,2025-06-30,84.71,43.938496045331135
TXN00080,104,1095.62,2025-02-13,EUR,Priya,Active,2025-06-19,2025-02-13,2025-02-13,2025-02-13,84.62,12.947530134719923
TXN00081,191,1498.91,2025-02-24,EUR,Rohan,Inactive,2025-02-15,2025-02-24,2025-02-24,2025-02-24,84.62,17.713424722287876
TXN00082,165,4234.94,2025-03-06,EUR,Karan,Inactive,2025-02-19,2025-03-06,2025-03-06,2025-03-06,83.22,50.88848834414804
TXN00083,160,2904.14,2025-01-10,EUR,Arjun,Active,2025-05-06,2025-01-10,2025-01-10,2025-01-10,83.92,34.606053384175404
TXN00084,160,1177.23,2025-06-09,EUR,Arjun,Active,2025-05-06,2025-06-09,2025-06-09,2025-06-09,83.38,14.11885344207244
TXN00085,121,3440.05,2025-06-15,EUR,Manav,Active,2025-06-20,,,,,
TXN00086,157,3587.9,2025-01-13,EUR,Arjun,Active,2025-05-21,2025-01-13,2025-01-13,2025-01-13,84.02,42.70292787431564
TXN00087,145,2417.69,2025-01-09,EUR,Isha,Active,2025-03-04,2025-01-09,2025-01-09,2025-01-09,84.09,28.751218932096563
TXN00088,155,691.6,2025-05-03,EUR,Karan,Active,2025-03-28,,,,,
TXN00089,113,4358.71,2025-03-04,EUR,Meera,Active,2025-04-29,2025-03-04,2025-03-04,2025-03-04,84.73,51.44234627640741
TXN00090,104,1639.16,2025-02-02,EUR,Priya,Active,2025-06-19,,,,,
TXN00091,167,3237.55,2025-03-11,EUR,Pooja,Active,2025-01-08,2025-03-11,2025-03-11,2025-03-11,84.24,38.43245489078823
TXN00092,189,4083.31,2025-04-07,EUR,Yash,Inactive,2025-04-10,2025-04-07,2025-04-07,2025-04-07,83.03,49.178730579308684
TXN00093,116,2941.65,2025-04-19,EUR,Rohan,Active,2025-01-11,,,,,
TXN00094,191,4657.91,2025-01-04,EUR,Rohan,Inactive,2025-02-15,,,,,
TXN00095,173,4323.06,2025-05-28,EUR,Dev,Active,2025-04-19,2025-05-28,2025-05-28,2025-05-28,83.23,51.94112699747687
TXN00096,119,3250.0,2025-03-24,EUR,Karan,Inactive,2025-01-05,2025-03-24,2025-03-24,2025-03-24,83.52,38.912835249042146
TXN00097,144,81.67,2025-01-07,EUR,Yash,Active,2025-03-26,2025-01-07,2025-01-07,2025-01-07,84.17,0.9702982060116431
TXN00098,141,1752.77,2025-05-06,EUR,Ritika,Active,2025-05-02,2025-05-06,2025-05-06,2025-05-06,84.84,20.659712399811408
TXN00099,144,636.0,2025-01-13,EUR,Yash,Active,2025-03-26,2025-01-13,2025-01-13,2025-01-13,84.02,7.569626279457273
TXN00100,161,1350.55,2025-02-21,EUR,Aakash,Active,2025-01-09,2025-02-21,2025-02-21,2025-02-21,83.67,16.141388789291263
TXN00101,185,3408.07,2025-01-09,EUR,Rahul,Inactive,2025-02-04,2025-01-09,2025-01-09,2025-01-09,84.09,40.52883814960162
TXN00102,189,2774.06,2025-06-14,EUR,Yash,Inactive,2025-04-10,,,,,
TXN00103,158,138.15,2025-02-18,EUR,Yash,Active,2025-03-07,2025-02-18,2025-02-18,2025-02-18,84.77,1.6297039046832607
TXN00104,155,2893.76,2025-05-17,EUR,Karan,Active,2025-03-28,,,,,
TXN00105,190,1779.86,2025-04-25,EUR,Karan,Inactive,2025-03-07,2025-04-25,2025-04-25,2025-04-25,84.26,21.123427486351765
TXN00106,186,1404.07,2025-03-11,EUR,Pooja,Inactive,2025-06-26,2025-03-11,2025-03-11,2025-03-11,84.24,16.667497625830958
TXN00107,115,4059.75,2025-02-03,EUR,Kriti,Active,2025-02-20,2025-02-03,2025-02-03,2025-02-03,83.93,48.37066603121649
TXN00108,124,2726.45,2025-01-14,EUR,Meera,Inactive,2025-01-29,2025-01-14,2025-01-14,2025-01-14,84.89,32.11744610672635
TXN00109,114,2062.62,2025-03-16,EUR,Manav,Inactive,2025-04-28,,,,,
TXN00110,184,2584.66,2025-02-27,EUR,Meera,Inactive,2025-06-02,2025-02-27,2025-02-27,2025-02-27,84.03,30.758776627394976
TXN00111,102,785.2,2025-06-27,EUR,Dev,Active,2025-01-02,2025-06-27,2025-06-27,2025-06-27,83.32,9.423907825252043
TXN00112,149,4403.1,2025-02-04,EUR,Manav,Active,2025-03-16,2025-02-04,2025-02-04,2025-02-04,84.55,52.0768775872265
TXN00113,193,1091.12,2025-03-23,EUR,Kriti,Active,2025-06-12,,,,,
TXN00114,119,4070.73,2025-03-01,EUR,Karan,Inactive,2025-01-05,,,,,
TXN00115,148,3938.76,2025-04-19,EUR,Neha,Inactive,2025-02-15,,,,,
TXN00116,161,2591.19,2025-03-21,EUR,Aakash,Active,2025-01-09,2025-03-21,2025-03-21,2025-03-21,84.13,30.799833590871273
TXN00117,121,430.27,2025-05-07,EUR,Manav,Active,2025-06-20,2025-05-07,2025-05-07,2025-05-07,84.84,5.071546440358321
TXN00118,130,1070.1,2025-05-06,EUR,Aakash,Inactive,2025-06-17,2025-05-06,2025-05-06,2025-05-06,84.84,12.613154172560112
TXN00119,135,2679.49,2025-01-04,EUR,Rahul,Active,2025-03-17,,,,,
TXN00120,138,1579.51,2025-06-13,EUR,Vikas,Active,2025-05-24,2025-06-13,2025-06-13,2025-06-13,84.55,18.681371969248964
TXN00121,120,4280.23,2025-04-10,EUR,Amit,Inactive,2025-01-23,2025-04-10,2025-04-10,2025-04-10,84.34,50.7497035807446
TXN00122,126,3827.43,2025-04-05,EUR,Nisha,Inactive,2025-04-28,,,,,
TXN00123,125,4965.81,2025-02-25,EUR,Ritika,Active,2025-03-08,2025-02-25,2025-02-25,2025-02-25,84.55,58.73222945002958
TXN00124,155,797.65,2025-03-16,EUR,Karan,Active,2025-03-28,,,,,
TXN00125,119,3315.44,2025-03-20,EUR,Karan,Inactive,2025-01-05,2025-03-20,2025-03-20,2025-03-20,84.53,39.222051342718565
TXN00126,146,2662.92,2025-03-15,EUR,Nisha,Inactive,2025-06-23,,,,,
TXN00127,189,4222.56,2025-01-17,EUR,Yash,Inactive,2025-04-10,2025-01-17,2025-01-17,2025-01-17,84.59,49.91795720534343
TXN00128,166,1602.16,2025-01-01,EUR,Arjun,Active,2025-03-10,2025-01-01,2025-01-01,2025-01-01,83.68,19.14627151051625
TXN00129,200,2928.78,2025-02-09,EUR,Karan,Inactive,2025-03-01,,,,,
TXN00130,134,326.48,2025-06-11,EUR,Isha,Active,2025-03-11,2025-06-11,2025-06-11,2025-06-11,84.15,3.8797385620915033
TXN00131,152,4067.34,2025-03-30,EUR,Vikas,Inactive,2025-03-17,,,,,
TXN00132,166,2583.54,2025-01-08,EUR,Arjun,Active,2025-03-10,2025-01-08,2025-01-08,2025-01-08,84.05,30.738132064247473
TXN00133,165,1203.04,2025-04-08,EUR,Karan,Inactive,2025-02-19,2025-04-08,2025-04-08,2025-04-08,84.13,14.299774159039583
TXN00134,142,3036.58,2025-02-24,EUR,Amit,Inactive,2025-03-20,2025-02-24,2025-02-24,2025-02-24,84.62,35.88489718742614
TXN00135,136,4956.23,2025-05-01,EUR,Anjali,Inactive,2025-01-03,2025-05-01,2025-05-01,2025-05-01,83.55,59.32052663076002
TXN00136,136,2892.87,2025-02-01,EUR,Anjali,Inactive,2025-01-03,,,,,
TXN00137,189,3593.42,2025-02-12,EUR,Yash,Inactive,2025-04-10,2025-02-12,2025-02-12,2025-02-12,84.15,42.70255496137849
TXN00138,158,1323.5,2025-06-23,EUR,Yash,Active,2025-03-07,2025-06-23,2025-06-23,2025-06-23,83.26,15.89598846985347
TXN00139,199,2854.58,2025-04-05,EUR,Aakash,Active,2025-04-17,,,,,
TXN00140,128,4042.95,2025-03-10,EUR,Vikas,Inactive,2025-01-11,2025-03-10,2025-03-10,2025-03-10,83.69,48.30863902497311
TXN00141,174,3932.67,2025-03-04,EUR,Pooja,Active,2025-04-20,2025-03-04,2025-03-04,2025-03-04,84.73,46.414139029859555
TXN00142,177,1910.72,2025-06-03,EUR,Sneha,Inactive,2025-02-14,2025-06-03,2025-06-03,2025-06-03,84.29,22.668406691185194
TXN00143,128,2187.49,2025-06-30,EUR,Vikas,Inactive,2025-01-11,2025-06-30,2025-06-30,2025-06-30,84.71,25.823279423916894
TXN00144,111,129.22,2025-04-11,EUR,Priya,Active,2025-06-12,2025-04-11,2025-04-11,2025-04-11,84.79,1.5240004717537443
TXN00145,190,4592.29,2025-04-19,EUR,Karan,Inactive,2025-03-07,,,,,
TXN00146,140,214.87,2025-05-08,EUR,Amit,Active,2025-04-18,2025-05-08,2025-05-08,2025-05-08,84.02,2.5573672935015472
TXN00147,177,1084.77,2025-04-17,EUR,Sneha,Inactive,2025-02-14,2025-04-17,2025-04-17,2025-04-17,83.05,13.061649608669477
TXN00148,192,693.3,2025-05-30,EUR,Isha,Inactive,2025-06-03,2025-05-30,2025-05-30,2025-05-30,83.63,8.29008728925027
TXN00149,199,2385.29,2025-04-06,EUR,Aakash,Active,2025-04-17,,,,,
TXN00150,142,3271.73,2025-05-18,EUR,Amit,Inactive,2025-03-20,,,,,
TXN00151,118,2520.03,2025-01-23,EUR,Sneha,Active,2025-03-24,2025-01-23,2025-01-23,2025-01-23,83.06,30.339874789308936
TXN00152,148,1663.6,2025-04-23,EUR,Neha,Inactive,2025-02-15,2025-04-23,2025-04-23,2025-04-23,84.96,19.580979284369114
TXN00153,169,1365.06,2025-06-07,EUR,Neha,Active,2025-01-21,,,,,
TXN00154,118,2255.24,2025-03-27,EUR,Sneha,Active,2025-03-24,2025-03-27,2025-03-27,2025-03-27,84.95,26.547851677457324
TXN00155,166,2431.47,2025-06-01,EUR,Arjun,Active,2025-03-10,,,,,
TXN00156,162,321.39,2025-04-09,EUR,Karan,Active,2025-06-23,2025-04-09,2025-04-09,2025-04-09,84.97,3.7823937860421326
TXN00157,109,2762.54,2025-01-18,EUR,Aakash,Active,2025-01-19,,,,,
TXN00158,108,641.1,2025-05-15,EUR,Isha,Inactive,2025-05-18,2025-05-15,2025-05-15,2025-05-15,83.8,7.650357995226731
TXN00159,183,3540.77,2025-04-15,EUR,Nisha,Active,2025-01-11,2025-04-15,2025-04-15,2025-04-15,83.01,42.65474039272377
TXN00160,121,2045.96,2025-05-30,EUR,Manav,Active,2025-06-20,2025-05-30,2025-05-30,2025-05-30,83.63,24.46442664115748
TXN00161,142,3433.6,2025-01-16,EUR,Amit,Inactive,2025-03-20,2025-01-16,2025-01-16,2025-01-16,83.1,41.31889290012034
TXN00162,115,383.52,2025-05-17,EUR,Kriti,Active,2025-02-20,,,,,
TXN00163,128,649.59,2025-03-03,EUR,Vikas,Inactive,2025-01-11,2025-03-03,2025-03-03,2025-03-03,84.38,7.698388243659636
TXN00164,110,2349.75,2025-01-08,EUR,Karan,Inactive,2025-03-22,2025-01-08,2025-01-08,2025-01-08,84.05,27.95657346817371
TXN00165,150,3376.45,2025-06-03,EUR,Anjali,Active,2025-04-28,2025-06-03,2025-06-03,2025-06-03,84.29,40.05753944714675
TXN00166,119,1560.0,2025-06-04,EUR,Karan,Inactive,2025-01-05,2025-06-04,2025-06-04,2025-06-04,84.9,18.374558303886925
TXN00167,180,460.46,2025-03-01,EUR,Rahul,Active,2025-05-26,,,,,
TXN00168,174,3029.2,2025-03-24,EUR,Pooja,Active,2025-04-20,2025-03-24,2025-03-24,2025-03-24,83.52,36.269157088122604
TXN00169,171,1397.25,2025-03-01,EUR,Pooja,Inactive,2025-03-06,,,,,
TXN00170,142,3071.88,2025-01-11,EUR,Amit,Inactive,2025-03-20,,,,,
TXN00171,116,2858.76,2025-02-02,EUR,Rohan,Active,2025-01-11,,,,,
TXN00172,163,2831.13,2025-01-28,EUR,Rahul,Active,2025-03-21,2025-01-28,2025-01-28,2025-01-28,84.34,33.56805786103865
TXN00173,162,2421.38,2025-04-12,EUR,Karan,Active,2025-06-23,,,,,
TXN00174,147,2788.15,2025-04-25,EUR,Nisha,Active,2025-06-15,2025-04-25,2025-04-25,2025-04-25,84.26,33.08984096843105
TXN00175,142,2155.31,2025-03-24,EUR,Amit,Inactive,2025-03-20,2025-03-24,2025-03-24,2025-03-24,83.52,25.805914750957854
TXN00176,162,2300.23,2025-01-31,EUR,Karan,Active,2025-06-23,2025-01-31,2025-01-31,2025-01-31,84.98,27.067898329018593
TXN00177,131,143.02,2025-04-02,EUR,Vikas,Active,2025-02-02,2025-04-02,2025-04-02,2025-04-02,84.56,1.6913434247871335
TXN00178,138,3108.67,2025-02-28,EUR,Vikas,Active,2025-05-24,2025-02-28,2025-02-28,2025-02-28,83.5,37.22958083832335
TXN00179,172,4394.93,2025-01-27,EUR,Yash,Active,2025-06-05,2025-01-27,2025-01-27,2025-01-27,84.07,52.27703104555728
TXN00180,181,188.39,2025-05-18,EUR,Rahul,Active,2025-05-21,,,,,
TXN00181,145,4932.89,2025-04-21,EUR,Isha,Active,2025-03-04,2025-04-21,2025-04-21,2025-04-21,83.42,59.133181491249104
TXN00182,121,2672.1,2025-02-19,EUR,Manav,Active,2025-06-20,2025-02-19,2025-02-19,2025-02-19,84.32,31.689990512333967
TXN00183,181,3066.6,2025-02-04,EUR,Rahul,Active,2025-05-21,2025-02-04,2025-02-04,2025-02-04,84.55,36.26966292134831
TXN00184,114,1256.76,2025-05-29,EUR,Manav,Inactive,2025-04-28,2025-05-29,2025-05-29,2025-05-29,83.21,15.103473140247567
TXN00185,111,4274.39,2025-04-06,EUR,Priya,Active,2025-06-12,,,,,
TXN00186,153,2969.25,2025-06-01,EUR,Arjun,Inactive,2025-04-06,,,,,
TXN00187,145,4078.1,2025-01-07,EUR,Isha,Active,2025-03-04,2025-01-07,2025-01-07,2025-01-07,84.17,48.450754425567304
TXN00188,151,1235.99,2025-03-24,EUR,Kriti,Active,2025-02-09,2025-03-24,2025-03-24,2025-03-24,83.52,14.798730842911878
TXN00189,116,3295.2,2025-04-09,EUR,Rohan,Active,2025-01-11,2025-04-09,2025-04-09,2025-04-09,84.97,38.78074614569848
TXN00190,182,4397.88,2025-06-19,EUR,Amit,Active,2025-06-28,2025-06-19,2025-06-19,2025-06-19,84.56,52.00898770104068
TXN00191,162,1755.04,2025-05-19,EUR,Karan,Active,2025-06-23,2025-05-19,2025-05-19,2025-05-19,84.85,20.68403064230996
TXN00192,146,495.12,2025-05-29,EUR,Nisha,Inactive,2025-06-23,2025-05-29,2025-05-29,2025-05-29,83.21,5.9502463646196375
TXN00193,101,938.03,2025-01-13,EUR,Vikas,Active,2025-05-13,2025-01-13,2025-01-13,2025-01-13,84.02,11.164365627231613
TXN00194,110,4756.38,2025-06-10,EUR,Karan,Inactive,2025-03-22,2025-06-10,2025-06-10,2025-06-10,84.34,56.395304718994545
TXN00195,184,1068.88,2025-05-29,EUR,Meera,Inactive,2025-06-02,2025-05-29,2025-05-29,2025-05-29,83.21,12.845571445739697
TXN00196,159,1291.66,2025-05-09,EUR,Arjun,Active,2025-04-03,2025-05-09,2025-05-09,2025-05-09,83.73,15.426489908037741
TXN00197,195,4232.31,2025-03-29,EUR,Karan,Active,2025-02-09,,,,,
TXN00198,166,4663.14,2025-03-28,EUR,Arjun,Active,2025-03-10,2025-03-28,2025-03-28,2025-03-28,83.78,55.65934590594414
TXN00199,115,3458.16,2025-01-29,EUR,Kriti,Active,2025-02-20,2025-01-29,2025-01-29,2025-01-29,84.37,40.9880289202323
TXN00200,194,1065.45,2025-01-13,EUR,Aakash,Inactive,2025-02-24,2025-01-13,2025-01-13,2025-01-13,84.02,12.680909307307784
TXN00201,172,3795.81,2025-02-19,EUR,Yash,Active,2025-06-05,2025-02-19,2025-02-19,2025-02-19,84.32,45.016722011385205
TXN00202,129,594.49,2025-05-07,EUR,Pooja,Inactive,2025-01-28,2025-05-07,2025-05-07,2025-05-07,84.84,7.007190004714757
TXN00203,179,2342.38,2025-06-04,EUR,Dev,Inactive,2025-03-04,2025-06-04,2025-06-04,2025-06-04,84.9,27.58987043580683
TXN00204,108,3873.7,2025-03-20,EUR,Isha,Inactive,2025-05-18,2025-03-20,2025-03-20,2025-03-20,84.53,45.82633384597184
TXN00205,189,118.38,2025-01-02,EUR,Yash,Inactive,2025-04-10,2025-01-02,2025-01-02,2025-01-02,83.25,1.421981981981982
TXN00206,125,3037.44,2025-06-23,EUR,Ritika,Active,2025-03-08,2025-06-23,2025-06-23,2025-06-23,83.26,36.481383617583475
TXN00207,120,4651.6,2025-06-25,EUR,Amit,Inactive,2025-01-23,2025-06-25,2025-06-25,2025-06-25,84.84,54.82791136256483
TXN00208,121,3592.2,2025-03-09,EUR,Manav,Active,2025-06-20,,,,,
TXN00209,147,829.79,2025-02-09,EUR,Nisha,Active,2025-06-15,,,,,
TXN00210,161,140.18,2025-03-04,EUR,Aakash,Active,2025-01-09,2025-03-04,2025-03-04,2025-03-04,84.73,1.6544317243007198
TXN00211,104,676.36,2025-01-13,EUR,Priya,Active,2025-06-19,2025-01-13,2025-01-13,2025-01-13,84.02,8.049988098071887
TXN00212,170,3667.9,2025-02-17,EUR,Neha,Active,2025-06-28,2025-02-17,2025-02-17,2025-02-17,83.5,43.92694610778443
TXN00213,114,2553.25,2025-06-13,EUR,Manav,Inactive,2025-04-28,2025-06-13,2025-06-13,2025-06-13,84.55,30.198107628622118
TXN00214,197,1484.11,2025-06-07,EUR,Aakash,Active,2025-06-05,,,,,
TXN00215,179,1468.48,2025-01-09,EUR,Dev,Inactive,2025-03-04,2025-01-09,2025-01-09,2025-01-09,84.09,17.46319419669402
